,id,title,content_y,cluster
13642,1479387941270_PTT02R,[其他] 105年11月17日信用交易統計,"105年11月17日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 215,681 205,623 7,995 8,333,799 8,335,862 融券(交易單位) 27,007 41,258 2,215 444,659 456,695 融資金額(仟元) 3,357,242 3,182,163 144,247 126,534,758 126,565,590 資增 0.31 億 券增 12,036 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.13 億 券增 813 張 -- ",9
13686,1479473631213_PTT02R,[其他] 105年11月18日信用交易統計,"105年11月18日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 239,155 211,484 21,535 8,335,857 8,341,993 融券(交易單位) 34,557 29,704 1,819 456,695 450,023 融資金額(仟元) 4,083,970 3,660,933 401,894 126,565,252 126,586,395 資增 0.21 億 券減 6,672 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 2.05 億 券減 1,998 張 -- ",9
13784,1479733077810_PTT02R,[其他] 105年11月21日信用交易統計,"105年11月21日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 259,563 273,783 10,572 8,342,656 8,317,864 融券(交易單位) 21,126 35,562 3,698 450,023 460,761 融資金額(仟元) 4,062,030 3,975,629 152,785 126,594,307 126,527,923 資減 0.66 億 券增 10,738 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.12 億 券減 1,607 張 -- ",9
13850,1479818951881_PTT02R,[其他] 105年11月22日信用交易統計,"105年11月22日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 324,172 292,161 4,074 8,317,850 8,345,787 融券(交易單位) 28,785 33,758 2,571 460,761 463,163 融資金額(仟元) 4,924,956 5,065,430 68,923 126,527,784 126,318,387 資減 2.09 億 券增 2,402 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 2.23 億 券減 5,641 張 -- ",9
13924,1479907614812_PTT02R,[其他] 105年11月23日信用交易統計,"105年11月23日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 297,191 298,265 5,895 8,345,785 8,338,815 融券(交易單位) 23,317 35,803 2,424 463,163 473,225 融資金額(仟元) 4,912,365 4,580,824 79,088 126,318,432 126,570,885 資增 2.52 億 券增 10,062 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.66 億 券減 77 張 -- ",9
13997,1479991837569_PTT02R,[其他] 105年11月24日信用交易統計,"105年11月24日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 322,238 238,932 10,554 8,338,815 8,411,567 融券(交易單位) 25,666 40,881 1,146 473,225 487,294 融資金額(仟元) 4,609,264 3,696,518 126,884 126,570,822 127,356,684 資增 7.86 億 券增 14,069 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 1.10 億 券增 1,463 張 -- ",9
14031,1480077783887_PTT02R,[其他] 105年11月25日信用交易統計,"105年11月25日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 307,871 257,970 8,247 8,397,301 8,438,955 融券(交易單位) 29,963 31,993 2,380 487,294 486,944 融資金額(仟元) 4,279,636 3,868,330 122,462 127,252,500 127,541,344 資增 2.89 億 券減 350 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 1.23 億 券增 648 張 -- ",9
14098,1480337689427_PTT02R,[其他] 105年11月28日信用交易統計,"105年11月28日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 335,574 301,156 10,590 8,438,955 8,462,782 融券(交易單位) 23,763 33,196 2,043 486,944 494,334 融資金額(仟元) 5,160,778 4,892,685 122,395 127,528,604 127,674,302 資增 1.46 億 券增 7,390 張 --------------------------------------------------------------------- 櫃買信用交易統計 資減 0.35 億 券增 2,339 張 -- ",9
14136,1480423438127_PTT02R,[其他] 105年11月29日信用交易統計,"105年11月29日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 298,805 254,480 6,614 8,462,780 8,500,492 融券(交易單位) 23,797 39,941 3,608 494,334 506,870 融資金額(仟元) 4,613,654 4,086,272 92,762 127,675,250 128,109,870 資增 4.35 億 券增 12,536 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 1.23 億 券增 958 張 -- ",9
14178,1480510691618_PTT02R,[其他] 105年11月30日信用交易統計,"105年11月30日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 340,272 274,033 10,051 8,500,295 8,556,483 融券(交易單位) 21,939 28,766 1,471 506,870 512,226 融資金額(仟元) 5,020,142 4,313,165 191,525 128,109,807 128,625,259 資增 5.15 億 券增 5,536 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 2.19 億 券減 353 張 -- ",9
14224,1480596962292_PTT02R,[其他] 105年12月01日信用交易統計,"105年12月01日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 335,954 305,408 5,422 8,556,481 8,581,605 融券(交易單位) 25,458 29,278 1,598 512,226 514,448 融資金額(仟元) 4,815,770 4,427,061 73,422 128,621,853 128,937,140 資增 3.15 億 券增 2,222 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 1.92 億 券增 4,045 張 -- ",9
14257,1480684084758_PTT02R,[其他] 105年12月02日信用交易統計,"105年12月02日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 300,420 257,645 8,696 8,581,604 8,615,682 融券(交易單位) 31,746 27,616 2,610 514,448 507,708 融資金額(仟元) 4,577,165 3,753,405 136,534 128,937,073 129,624,299 資增 6.87 億 券減 6,740 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.92 億 券減 1,311 張 -- ",9
14321,1480942040579_PTT02R,[其他] 105年12月05日信用交易統計,"105年12月05日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 272,432 239,726 7,873 8,615,681 8,640,514 融券(交易單位) 36,768 26,855 1,683 507,708 496,112 融資金額(仟元) 4,007,662 3,457,431 109,260 129,624,180 130,065,151 資增 4.41 億 券減 11,596 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 1.27 億 券減 2,233 張 -- ",9
14354,1481028926409_PTT02R,[其他] 105年12月06日信用交易統計,"105年12月06日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 248,454 251,515 4,676 8,640,514 8,632,777 融券(交易單位) 22,454 27,758 3,476 496,112 497,940 融資金額(仟元) 4,273,270 4,462,798 68,137 130,065,151 129,807,486 資減 2.58 億 券增 1,828 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.61 億 券減 2,290 張 -- ",9
14387,1481115306335_PTT02R,[其他] 105年12月07日信用交易統計,"105年12月07日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 269,256 257,145 6,600 8,632,777 8,638,288 融券(交易單位) 25,751 30,187 2,192 497,940 500,184 融資金額(仟元) 4,711,885 4,387,726 91,442 129,807,460 130,040,177 資增 2.33 億 券增 2,244 張 -- ",9
14457,1481202153846_PTT02R,[其他] 105年12月08日信用交易統計,"105年12月08日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 328,045 297,657 6,897 8,638,286 8,661,777 融券(交易單位) 25,619 40,216 3,753 500,184 511,028 融資金額(仟元) 5,495,265 5,238,169 121,903 130,040,177 130,175,370 資增 1.35 億 券增 10,844 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.15 億 券減 2,113 張 -- ",9
14510,1481288012182_PTT02R,[其他] 105年12月09日信用交易統計,"105年12月09日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 273,025 317,559 8,016 8,672,555 8,620,005 融券(交易單位) 30,944 32,174 823 511,028 511,435 融資金額(仟元) 4,703,231 4,881,848 108,962 130,291,072 130,003,493 資減 2.88 億 券增 407 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.56 億 券減 3,097 張 -- ",9
14593,1481547968378_PTT02R,[其他] 105年12月12日信用交易統計,"105年12月12日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 325,797 325,454 12,659 8,620,050 8,607,734 融券(交易單位) 36,433 24,999 5,466 511,435 494,535 融資金額(仟元) 5,416,636 5,364,467 145,580 130,004,284 129,910,873 資減 0.93 億 券減 16,900 張 --------------------------------------------------------------------- 櫃買信用交易統計 資減 1.07 億 券減 3,635 張 -- ",9
14634,1481634268198_PTT02R,[其他] 105年12月13日信用交易統計,"105年12月13日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 269,238 245,506 10,205 8,607,733 8,621,260 融券(交易單位) 24,520 26,178 1,248 494,535 494,945 融資金額(仟元) 4,008,271 3,528,161 183,372 129,910,873 130,207,611 資增 2.97 億 券增 410 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.87 億 券增 897 張 -- ",9
14681,1481720903213_PTT02R,[其他] 105年12月14日信用交易統計,"105年12月14日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 240,001 224,893 8,671 8,621,260 8,627,697 融券(交易單位) 19,428 20,179 1,170 494,945 494,526 融資金額(仟元) 4,188,682 3,724,416 121,351 130,207,557 130,550,472 資增 3.43 億 券減 419 張 -- ",9
14718,1481806683822_PTT02R,[其他] 105年12月15日信用交易統計,"105年12月15日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 298,530 255,516 8,194 8,627,696 8,662,515 融券(交易單位) 29,227 22,722 10,517 494,526 477,504 融資金額(仟元) 4,553,104 3,722,360 108,480 130,550,268 131,272,532 資增 7.22 億 券減 17,022 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 1.90 億 券增 2,185 張 -- ",9
14754,1481897313049_PTT02R,[其他] 105年12月16日信用交易統計,"105年12月16日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 260,263 222,795 9,988 8,662,514 8,689,994 融券(交易單位) 20,052 21,482 977 477,504 477,957 融資金額(仟元) 4,318,343 3,725,634 102,018 131,272,532 131,763,223 資增 4.91 億 券增 453 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 1.88 億 券增 974 張 -- ",9
14825,1482153513920_PTT02R,[其他] 105年12月19日信用交易統計,"105年12月19日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 235,996 233,270 6,637 8,689,994 8,686,083 融券(交易單位) 30,839 23,790 4,893 477,957 466,015 融資金額(仟元) 3,941,618 3,685,252 118,256 131,763,201 131,901,311 資增 1.38 億 券減 11,942 張 --------------------------------------------------------------------- 櫃買信用交易統計 資減 0.05 億 券減 2,397 張 -- ",9
14863,1482239079618_PTT02R,[其他] 105年12月20日信用交易統計,"105年12月20日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 12,333 195,920 8,848 8,686,080 8,693,645 融券(交易單位) 26,562 32,612 4,623 466,015 467,442 融資金額(仟元) 3,545,167 3,120,199 127,423 131,901,395 132,198,940 資增 2.98 億 券增 1,427 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 2.40 億 券增 4,035 張 -- ",9
14911,1482325221349_PTT02R,[其他] 105年12月21日信用交易統計,"105年12月21日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 227,460 205,091 3,716 8,693,644 8,712,297 融券(交易單位) 19,297 25,475 1,019 467,442 472,601 融資金額(仟元) 3,469,169 3,025,692 48,373 132,198,920 132,594,024 資增 3.95 億 券增 5,159 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.27 億 券增 670 張 -- ",9
14952,1482412200918_PTT02R,[其他] 105年12月22日信用交易統計,"105年12月22日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 215,322 220,344 4,331 8,716,323 8,706,970 融券(交易單位) 30,403 27,345 8,872 472,603 460,673 融資金額(仟元) 3,494,841 3,276,949 126,189 132,654,824 132,746,527 資增 0.92 億 券減 11,930 張 --------------------------------------------------------------------- 櫃買信用交易統計 資減 0.31 億 券減 2,805 張 -- ",9
14988,1482498232802_PTT02R,[其他] 105年12月23日信用交易統計,"105年12月23日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 194,414 185,748 6,403 8,707,098 8,709,361 融券(交易單位) 27,861 23,808 2,726 460,673 453,894 融資金額(仟元) 3,170,953 2,815,872 118,606 132,746,536 132,983,010 資增 2.36 億 券減 6,779 張 --------------------------------------------------------------------- 櫃買信用交易統計 資減 0.04 億 券增 2,707 張 -- ",9
15040,1482757331598_PTT02R,[其他] 105年12月26日信用交易統計,"105年12月26日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 154,547 148,916 4,225 8,709,358 8,710,764 融券(交易單位) 21,278 32,344 5,115 453,894 459,845 融資金額(仟元) 2,364,881 2,237,448 77,602 132,982,926 133,032,757 資增 0.50 億 券增 5,951 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.52 億 券增 1,387 張 -- ",9
15070,1482843171839_PTT02R,[其他] 105年12月27日信用交易統計,"105年12月27日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 140,938 156,935 4,216 8,710,763 8,690,550 融券(交易單位) 24,372 19,401 1,777 459,845 453,097 融資金額(仟元) 2,314,486 2,418,151 66,899 133,032,757 132,862,193 資減 1.71 億 券減 6,748 張 --------------------------------------------------------------------- 櫃買信用交易統計 資減 0.97 億 券減 2,843 張 -- ",9
15113,1482930714292_PTT02R,[其他] 105年12月28日信用交易統計,"105年12月28日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 191,844 181,050 5,813 8,690,549 8,695,530 融券(交易單位) 20,309 25,101 7,413 453,097 450,476 融資金額(仟元) 3,033,531 3,198,663 87,487 132,862,189 132,609,570 資減 2.53 億 券減 2,621 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.24 億 券增 2,243 張 -- ",9
15142,1483017295362_PTT02R,[其他] 105年12月29日信用交易統計,"105年12月29日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 77,374 151,800 6,734 8,695,530 8,714,370 融券(交易單位) 19,286 20,928 686 450,476 451,432 融資金額(仟元) 2,961,919 2,471,566 107,040 132,609,557 132,992,870 資增 3.83 億 券增 956 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.42 億 券減 559 張 -- ",9
15184,1483104838930_PTT02R,[其他] 105年12月30日信用交易統計,"105年12月30日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 185,632 194,218 5,620 8,714,370 8,700,164 融券(交易單位) 19,233 23,782 598 451,432 455,383 融資金額(仟元) 3,037,776 3,584,995 109,564 132,992,870 132,336,087 資減 6.57 億 券增 3,951 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 1.30 億 券增 1,058 張 -- ",9
15258,1483447106945_PTT02R,[其他] 106年01月03日信用交易統計,"106年01月03日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 201,738 208,548 8,294 8,700,163 8,685,059 融券(交易單位) 17,468 21,312 518 455,383 458,709 融資金額(仟元) 3,239,975 3,164,389 128,258 132,336,254 132,283,582 資減 0.53 億 券增 3,326 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.83 億 券增 362 張 -- ",9
15295,1483535897939_PTT02R,[其他] 106年01月04日信用交易統計,"106年01月04日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 203,683 220,288 6,221 8,685,059 8,662,233 融券(交易單位) 17,674 20,200 1,418 458,709 459,817 融資金額(仟元) 3,600,980 3,656,157 114,212 132,283,582 132,114,193 資減 1.69 億 券增 1,108 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 1.02 億 券增 1,478 張 -- ",9
15333,1483620426853_PTT02R,[其他] 106年01月05日信用交易統計,"106年01月05日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 291,646 293,648 5,847 8,662,232 8,654,382 融券(交易單位) 17,147 25,191 1,043 459,817 466,818 融資金額(仟元) 4,919,733 4,982,795 76,707 132,114,191 131,974,422 資減 1.40 億 券增 7,001 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 3.17 億 券增 332 張 -- ",9
15366,1483706831681_PTT02R,[其他] 106年01月06日信用交易統計,"106年01月06日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 275,136 264,165 5,174 8,654,380 8,660,177 融券(交易單位) 15,051 23,321 1,153 466,818 473,935 融資金額(仟元) 4,700,909 4,379,261 86,066 131,974,415 132,209,997 資增 2.36 億 券增 7,117 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 2.99 億 券減 1,169 張 -- ",9
15446,1483967116083_PTT02R,[其他] 106年01月09日信用交易統計,"106年01月09日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 277,145 293,476 8,534 8,660,176 8,635,310 融券(交易單位) 22,258 25,770 1,222 473,935 476,225 融資金額(仟元) 4,544,416 4,678,965 152,356 132,209,820 131,922,915 資減 2.87 億 券增 2,290 張 --------------------------------------------------------------------- 櫃買信用交易統計 資減 0.88 億 券增 835 張 -- ",9
15507,1484053152568_PTT02R,[其他] 106年01月10日信用交易統計,"106年01月10日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 222,262 217,887 5,700 8,635,310 8,633,985 融券(交易單位) 19,239 26,401 1,620 476,225 481,767 融資金額(仟元) 3,570,748 3,701,365 95,603 131,922,914 131,696,694 資減 2.26 億 券增 5,542 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.37 億 券減 2,252 張 -- ",9
15553,1484139192440_PTT02R,[其他] 106年01月11日信用交易統計,"106年01月11日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 244,952 260,979 5,965 8,633,985 8,611,993 融券(交易單位) 20,459 32,429 6,082 481,767 487,655 融資金額(仟元) 4,208,225 4,264,154 95,135 131,696,694 131,545,630 資減 1.51 億 券增 5,888 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.10 億 券減 636 張 -- ",9
15605,1484225580763_PTT02R,[其他] 106年01月12日信用交易統計,"106年01月12日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 234,695 245,109 10,284 8,611,990 8,591,292 融券(交易單位) 21,638 25,265 2,025 487,655 489,257 融資金額(仟元) 3,765,966 4,000,359 137,803 131,545,630 131,173,434 資減 3.72 億 券增 1,602 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 1.20 億 券增 504 張 -- ",9
15641,1484313096043_PTT02R,[其他] 106年01月13日信用交易統計,"106年01月13日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 188,336 216,379 11,411 8,591,292 8,551,838 融券(交易單位) 23,616 21,975 6,233 489,254 481,380 融資金額(仟元) 3,876,047 3,486,081 130,235 131,173,299 131,433,030 資增 2.60 億 券減 7,874 張 --------------------------------------------------------------------- 櫃買信用交易統計 資減 0.37 億 券增 644 張 -- ",9
15733,1484574247740_PTT02R,[其他] 106年01月16日信用交易統計,"106年01月16日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 228,332 233,214 6,846 8,551,836 8,540,108 融券(交易單位) 27,421 23,331 4,643 481,380 472,647 融資金額(仟元) 3,569,342 3,604,542 117,820 131,432,991 131,279,971 資減 1.53 億 券減 8,733 張 --------------------------------------------------------------------- 櫃買信用交易統計 資減 1.18 億 券減 1,586 張 -- ",9
15782,1484657161464_PTT02R,[其他] 106年01月17日信用交易統計,"106年01月17日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 205,599 223,020 5,884 8,540,108 8,516,802 融券(交易單位) 17,756 30,035 2,808 472,647 482,118 融資金額(仟元) 3,473,984 3,621,589 113,041 131,279,826 131,019,180 資減 2.61 億 券增 9,471 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 1.41 億 券增 1,342 張 -- ",9
15816,1484744511346_PTT02R,[其他] 106年01月18日信用交易統計,"106年01月18日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 277,916 275,885 15,073 8,516,800 8,503,758 融券(交易單位) 27,716 31,777 3,288 482,118 482,891 融資金額(仟元) 4,707,488 4,345,546 178,046 131,019,179 131,203,075 資增 1.84 億 券增 773 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.70 億 券減 1,220 張 -- ",9
15866,1484830019379_PTT02R,[其他] 106年01月19日信用交易統計,"106年01月19日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 252,567 256,086 6,915 8,503,756 8,493,322 融券(交易單位) 28,690 22,531 4,824 482,887 471,904 融資金額(仟元) 4,978,172 4,799,119 99,648 131,203,022 131,282,427 資增 0.79 億 券減 10,983 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.70 億 券減 1,583 張 -- ",9
15896,1484917430930_PTT02R,[其他] 106年01月20日信用交易統計,"106年01月20日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 227,900 230,183 10,462 8,493,322 8,480,577 融券(交易單位) 21,368 19,075 3,141 471,904 466,470 融資金額(仟元) 3,990,958 4,433,463 184,706 131,282,427 130,655,216 資減 6.27 億 券減 5,434 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.33 億 券減 2,255 張 -- ",9
15980,1485175927159_PTT02R,[其他] 106年01月23日信用交易統計,"106年01月23日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 259,274 257,365 13,358 8,480,573 8,469,124 融券(交易單位) 21,096 23,515 3,071 466,470 465,818 融資金額(仟元) 4,318,170 4,614,578 266,746 130,655,209 130,092,055 資減 5.63 億 券減 652 張 --------------------------------------------------------------------- 櫃買信用交易統計 資減 2.26 億 券減 568 張 -- ",9
16029,1485263063387_PTT02R,[其他] 106年01月24日信用交易統計,"106年01月24日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 258,132 338,024 14,951 8,469,124 8,374,281 融券(交易單位) 27,628 30,012 2,644 465,818 465,558 融資金額(仟元) 4,177,348 5,507,859 245,884 130,091,974 128,515,578 資減 15.76 億 券減 260 張 --------------------------------------------------------------------- 櫃買信用交易統計 資減 3.96 億 券減 5,877 張 -- ",9
16188,1486040508847_PTT02R,[其他] 106年02月02日信用交易統計,"106年02月02日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 432,744 369,929 10,636 8,366,102 8,418,281 融券(交易單位) 20,882 39,523 1,901 464,493 481,233 融資金額(仟元) 6,745,882 5,798,043 139,473 128,386,427 129,194,793 資增 8.08 億 券增 16,740 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 1.75 億 券增 2,416 張 -- ",9
16237,1486127605104_PTT02R,[其他] 106年02月03日信用交易統計,"106年02月03日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 451,353 360,728 4,753 8,418,278 8,504,150 融券(交易單位) 32,529 28,048 1,425 481,233 475,327 融資金額(仟元) 6,782,574 5,446,799 82,840 129,194,577 130,447,512 資增 12.53 億 券減 5,906 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 4.86 億 券增 390 張 -- ",9
16338,1486385730575_PTT02R,[其他] 106年02月06日信用交易統計,"106年02月06日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 517,010 406,834 5,762 8,504,497 8,608,912 融券(交易單位) 23,719 38,165 2,071 475,327 487,702 融資金額(仟元) 7,662,308 6,250,067 76,871 130,447,872 131,783,242 資增 13.35 億 券增 12,375 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 4.10 億 券減 3,633 張 -- ",9
16382,1486471301897_PTT02R,[其他] 106年02月07日信用交易統計,"106年02月07日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 413,895 379,538 11,891 8,608,910 8,631,376 融券(交易單位) 23,964 30,947 1,395 487,702 493,290 融資金額(仟元) 6,512,631 6,099,912 163,325 131,783,320 132,032,714 資增 2.49 億 券增 5,588 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 3.86 億 券增 2,028 張 -- ",9
16430,1486558962056_PTT02R,[其他] 106年02月08日信用交易統計,"106年02月08日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 451,117 374,544 6,642 8,631,375 8,701,306 融券(交易單位) 31,595 27,640 4,649 493,290 484,686 融資金額(仟元) 7,274,839 5,884,654 106,449 132,032,721 133,316,457 資增 12.84 億 券減 8,604 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 6.67 億 券增 3,860 張 -- ",9
16486,1486645430800_PTT02R,[其他] 106年02月09日信用交易統計,"106年02月09日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 412,232 381,803 4,199 8,701,305 8,727,535 融券(交易單位) 29,708 36,198 2,836 484,685 488,339 融資金額(仟元) 7,170,644 6,713,771 69,803 133,316,378 133,703,448 資增 3.87 億 券增 3,654 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 3.51 億 券增 3,134 張 -- ",9
16536,1486731070922_PTT02R,[其他] 106年02月10日信用交易統計,"106年02月10日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 492,778 459,180 7,883 8,727,533 8,753,247 融券(交易單位) 33,690 33,068 4,165 488,339 483,552 融資金額(仟元) 8,571,156 8,002,071 126,911 133,703,248 134,145,421 資增 4.42 億 券減 4,787 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 1.89 億 券減 4,914 張 -- ",9
16655,1486990042366_PTT02R,[其他] 106年02月13日信用交易統計,"106年02月13日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 410,160 387,252 9,583 8,753,248 8,766,573 融券(交易單位) 27,604 31,848 2,337 483,552 485,459 融資金額(仟元) 6,997,425 6,501,119 112,784 134,145,402 134,528,924 資增 3.84 億 券增 1,907 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 6.81 億 券增 196 張 -- ",9
16702,1487077147140_PTT02R,[其他] 106年02月14日信用交易統計,"106年02月14日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 385,851 380,049 6,109 8,766,569 8,766,262 融券(交易單位) 25,575 28,064 4,293 485,442 483,638 融資金額(仟元) 6,830,301 6,826,881 82,044 134,528,855 134,450,231 資減 0.78 億 券減 1,804 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 0.79 億 券減 1,566 張 -- ",9
16780,1487166557161_PTT02R,[其他] 106年02月15日信用交易統計,"項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 404,354 348,033 3,954 8,766,259 8,818,626 融券(交易單位) 24,413 33,088 8,319 483,638 483,994 融資金額(仟元) 7,306,465 6,049,178 66,049 134,449,994 135,641,232 資增 11.92 億 券增 356 張 --------------------------------------------------------------------- 櫃買信用交易統計 資增 4.45 億 券增 772 張 -- ",9
