,id,title,content_y,cluster
859,1453121258093_PTT02R,[其他] 105年01月18日信用交易統計,"105年01月18日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 288,144 260,421 10,714 9,025,422 9,042,430 融券(交易單位) 59,185 50,445 553 516,609 507,316 融資金額(仟元) 5,014,436 4,791,330 211,266 136,780,995 136,792,835 資增 0.11 億 券減 9,293 張 -- ",9
906,1453211213303_PTT02R,[其他] 105年01月19日信用交易統計,"105年01月19日 信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 281,803 232,100 9,205 9,042,430 9,082,928 融券(交易單位) 42,947 32,633 7,764 507,316 489,237 融資金額(仟元) 5,257,789 4,488,034 145,344 136,792,839 137,417,250 資增 62.44 億 券減 18,079 張 -- ",9
952,1453293710765_PTT02R,[其他] 105年01月20日信用交易統計,"105年01月20日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 352,129 297,734 7,268 9,082,937 9,130,064 融券(交易單位) 37,620 51,804 1,115 489,236 502,305 融資金額(仟元) 5,963,127 5,250,686 138,298 137,417,531 137,991,674 資增 5.74 億 券增 13,069 張 -- ",9
1012,1453380045833_PTT02R,[其他] 105年01月21日信用交易統計,"105年01月21日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 249,758 230,482 8,791 9,128,841 9,139,326 融券(交易單位) 35,920 45,434 3,126 502,262 508,649 融資金額(仟元) 4,023,182 4,243,348 194,793 137,974,240 137,559,281 資減 4.14 億 券增 6,387 張 -- ",9
1066,1453466781462_PTT02R,[其他] 105年01月22日信用交易統計,"105年01月22日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 280,782 228,196 15,094 9,140,528 9,178,020 融券(交易單位) 32,144 39,173 1,065 508,674 514,638 融資金額(仟元) 4,183,075 3,840,380 232,819 137,575,839 137,685,715 資增 1.09 億 券增 5,964 張 -- ",9
1148,1453725817821_PTT02R,[其他] 105年01月25日信用交易統計,"105年01月25日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 240,566 264,529 14,052 9,178,012 9,139,997 融券(交易單位) 33,218 27,934 1,985 514,635 507,366 融資金額(仟元) 4,136,988 4,910,566 191,551 137,685,668 136,720,539 資減 9.65 億 券減 7,269 張 -- ",9
1201,1453815854462_PTT02R,[其他] 105年01月26日信用交易統計,"105年01月26日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 236,865 188,875 12,059 9,139,996 9,175,927 融券(交易單位) 24,201 27,432 2,432 507,366 508,165 融資金額(仟元) 3,749,266 3,243,378 184,754 136,720,480 137,041,614 資增 3.21 億 券增 799 張 -- ",9
1244,1453898607124_PTT02R,[其他] 105年01月27日信用交易統計,"105年01月27日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 293,228 279,026 12,682 9,175,925 9,177,444 融券(交易單位) 22,674 34,488 2,492 508,165 517,487 融資金額(仟元) 4,543,255 4,522,182 209,531 137,041,564 136,853,106 資減 1.88 億 券增 9,322 張 -- ",9
1294,1453984892064_PTT02R,[其他] 105年01月28日信用交易統計,"105年01月28日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 241,090 243,321 13,822 9,177,443 9,161,390 融券(交易單位) 28,320 25,903 4,870 517,487 510,200 融資金額(仟元) 4,103,815 4,341,470 229,178 136,852,805 136,385,972 資減 4.66 億 券減 7,287 張 -- ",9
1348,1454071406725_PTT02R,[其他] 105年01月29日信用交易統計,"105年01月29日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 305,790 355,095 13,784 9,161,388 9,098,300 融券(交易單位) 46,509 32,637 5,523 510,197 490,802 融資金額(仟元) 5,537,242 6,485,952 225,660 136,385,907 135,211,537 資減 11.74 億 券減 19,395 張 -- ",9
1388,1454163061006_PTT02R,[其他] 105年01月30日信用交易統計,"105年01月30日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 308,566 329,050 12,673 9,098,298 9,065,141 融券(交易單位) 28,784 35,008 1,906 490,802 495,120 融資金額(仟元) 5,561,436 5,925,528 210,446 135,211,459 134,636,920 資減 5.74 億 券增 4,318 張 -- ",9
1436,1454330649236_PTT02R,[其他] 105年02月01日信用交易統計,"105年02月01日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 291,765 255,323 14,359 9,065,187 9,087,269 融券(交易單位) 27,689 28,952 2,017 495,120 494,366 融資金額(仟元) 5,231,692 4,748,976 283,275 134,637,015 134,836,456 資增 1.99 億 券減 754 張 -- ",9
1472,1454416664905_PTT02R,[其他] 105年02月02日信用交易統計,"105年02月02日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 194,349 230,777 17,685 9,087,269 9,033,156 融券(交易單位) 21,812 22,628 1,915 494,366 493,267 融資金額(仟元) 3,539,816 4,203,659 310,070 134,836,440 133,862,527 資減 9.73 億 券減 1,099 張 -- ",9
1515,1454503249831_PTT02R,[其他] 105年02月03日信用交易統計,"105年02月03日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 212,268 236,172 22,298 9,029,921 8,983,719 融券(交易單位) 34,778 17,339 12,203 492,993 463,351 融資金額(仟元) 3,750,411 4,332,670 353,782 133,862,315 132,926,274 資減 9.36 億 券減 29,642 張 -- ",9
1795,1455540285911_PTT02R,[其他] 105年02月15日信用交易統計,"105年02月15日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 257,565 203,689 16,874 8,966,932 9,003,934 融券(交易單位) 23,722 31,109 3,420 463,172 467,139 融資金額(仟元) 4,727,006 3,639,581 200,326 132,605,086 133,492,185 資增 8.87 億 券增 3,967 張 -- ",9
1839,1455626688682_PTT02R,[其他] 105年02月16日信用交易統計,"105年02月16日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 305,194 306,944 7,744 9,003,906 8,994,4122 融券(交易單位) 21,528 29,911 636 467,139 474,886 融資金額(仟元) 5,491,805 5,626,639 117,320 133,491,906 133,239,752 資減 2.52 億 券增 7,747 張 -- ",9
1870,1455712795333_PTT02R,[其他] 105年02月17日信用交易統計,"105年02月17日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 293,910 274,599 6,999 8,997,657 9,009,968 融券(交易單位) 19,989 31,425 1,062 474,886 485,260 融資金額(仟元) 5,520,136 4,986,996 82,370 133,239,732 133,690,502 資增 4.50 億 券增 10,374 張 -- ",9
1910,1455805302294_PTT02R,[其他] 105年02月18日信用交易統計,"105年02月18日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 313,555 316,224 10,661 9,009,967 8,996,637 融券(交易單位) 22,224 25,189 766 485,260 487,459 融資金額(仟元) 6,119,216 5,965,325 133,319 133,690,502 133,711,074 資增 0.20 億 券增 2,199 張 -- ",9
1943,1455885672422_PTT02R,[其他] 105年02月19日信用交易統計,"105年02月19日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 280,809 257,314 9,817 8,996,595 9,010,273 融券(交易單位) 19,842 19,520 5,975 487,459 481,162 融資金額(仟元) 5,500,315 4,868,162 128,582 133,711,073 134,214,644 資增 5.03 億 券減 6,297 張 -- ",9
2061,1456144650742_PTT02R,[其他] 105年02月22日信用交易統計,"105年02月22日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 300,319 311,542 5,192 9,010,263 8,993,848 融券(交易單位) 21,782 19,844 1,159 481,162 478,065 融資金額(仟元) 5,642,026 5,582,705 70,676 134,214,365 134,203,0 資減 0.11 億 券減 3,097 張 -- ",9
2125,1456231087321_PTT02R,[其他] 105年02月23日信用交易統計,"105年02月23日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 337,432 285,234 5,584 8,993,845 9,040,460 融券(交易單位) 20,680 18,828 2,803 478,065 473,410 融資金額(仟元) 6,401,978 5,463,738 87,513 134,202,988 135,053,715 資增 8.52 億 券減 4,655 張 -- ",9
2188,1456317675192_PTT02R,[其他] 105年02月24日信用交易統計,"105年02月24日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 299,127 288,436 5,007 9,040,458 9,046,141 融券(交易單位) 26,171 22,617 5,398 473,410 464,458 融資金額(仟元) 5,221,645 4,807,798 73,369 135,053,703 135,394,181 資增 3.40 億 券減 8,952 張 -- ",9
2252,1456403849812_PTT02R,[其他] 105年02月25日信用交易統計,"105年02月25日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 359,740 358,593 8,548 9,046,141 9,038,740 融券(交易單位) 20,578 27,042 3,201 464,458 467,721 融資金額(仟元) 5,978,904 6,042,416 115,432 135,394,181 135,215,237 資減 1.78 億 券增 3,263 張 -- ",9
2298,1456490345973_PTT02R,[其他] 105年02月26日信用交易統計,"105年02月26日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 282,532 271,235 9,673 9,038,737 9,040,361 融券(交易單位) 22,599 27,389 11,116 467,721 461,395 融資金額(仟元) 4,985,037 4,963,507 118,672 135,215,217 135,118,075 資減 0.97 億 券減 6,326 張 -- ",9
2438,1456835963847_PTT02R,[其他] 105年03月01日信用交易統計,"105年03月01日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 330,266 287,801 9,520 9,040,367 9,073,312 融券(交易單位) 21,398 26,518 3,190 461,394 463,324 融資金額(仟元) 6,132,528 5,688,354 175,417 135,118,118 135,386,875 資增 2.68 億 券增 1,930 張 -- ",9
2487,1456922640930_PTT02R,[其他] 105年03月02日信用交易統計,"105年03月02日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 415,054 470,194 6,504 9,073,312 9,011,669 融券(交易單位) 24,885 31,584 865 463,324 469,158 融資金額(仟元) 7,762,067 7,990,262 82,628 135,386,825 135,076,002 資減 3.10 億 券增 5,834 張 -- ",9
2534,1457009414191_PTT02R,[其他] 105年03月03日信用交易統計,"105年03月03日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 406,972 423,740 6,659 9,011,665 8,988,237 融券(交易單位) 24,261 37,131 4,388 469,158 477,640 融資金額(仟元) 7,092,474 6,817,959 123,750 135,076,002 135,226,767 資增 1.50 億 券增 8,482 張 -- ",9
2582,1457097239054_PTT02R,[其他] 105年03月04日信用交易統計,"105年03月04日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 353,533 362,053 6,880 8,988,233 8,972,833 融券(交易單位) 21,559 38,439 3,475 477,638 491,043 融資金額(仟元) 6,284,403 5,911,404 111,086 135,226,747 135,488,660 資增 2.61 億 券增 13,405 張 -- ",9
2681,1457354455214_PTT02R,[其他] 105年03月07日信用交易統計,"105年03月07日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 412,038 405,954 4,459 8,972,827 8,974,452 融券(交易單位) 30,173 34,800 2,723 491,043 492,947 融資金額(仟元) 7,318,779 6,731,070 64,772 135,489,803 136,012,740 資增 5.22 億 券增 1,904 張 -- ",9
2732,1457441055848_PTT02R,[其他] 105年03月08日信用交易統計,"105年03月08日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 449,226 387,100 7,064 8,974,452 9,029,514 融券(交易單位) 37,366 33,926 2,426 492,947 487,081 融資金額(仟元) 7,779,004 6,348,686 89,352 136,012,740 137,353,706 資增 13.41 億 券減 5,866 張 -- ",9
2809,1457527170676_PTT02R,[其他] 105年03月09日信用交易統計,"105年03月09日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 357,876 333,984 6,108 9,029,513 9,047,297 融券(交易單位) 32,731 30,024 2,493 487,081 481,881 融資金額(仟元) 6,504,980 5,578,244 98,493 137,353,452 138,181,695 資增 8.28 億 券減 5,200 張 -- ",9
2870,1457613884323_PTT02R,[其他] 105年03月10日信用交易統計,"105年03月10日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 337,039 365,683 5,732 9,044,499 9,010,123 融券(交易單位) 22,302 29,711 5,559 481,881 483,731 融資金額(仟元) 6,357,940 6,192,797 86,114 138,169,965 138,248,994 資增 0.79 億 券增 1,850 張 -- ",9
2942,1457700252179_PTT02R,[其他] 105年03月11日信用交易統計,"105年03月11日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 344,240 306,338 7,910 9,010,123 9,040,115 融券(交易單位) 31,892 26,308 3,335 483,728 474,809 融資金額(仟元) 6,105,078 5,779,525 120,262 138,246,465 138,451,756 資增 2.05 億 券減 8,919 張 -- ",9
3057,1457959876967_PTT02R,[其他] 105年03月14日信用交易統計,"105年03月14日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 403,968 408,153 6,843 9,040,114 9,029,086 融券(交易單位) 25,563 30,719 3,276 474,809 476,689 融資金額(仟元) 8,148,186 7,595,598 95,502 138,451,773 138,908,859 資增 4.57 億 券增 1,880 張 -- ",9
3116,1458045591452_PTT02R,[其他] 105年03月15日信用交易統計,"105年03月15日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 447,026 465,548 5,739 9,029,085 9,004,823 融券(交易單位) 49,342 31,192 4,014 476,689 454,525 融資金額(仟元) 8,840,600 8,904,913 99,298 138,908,854 138,745,243 資減 1.63 億 券減 22,164 張 -- ",9
3181,1458132284202_PTT02R,[其他] 105年03月16日信用交易統計,"105年03月16日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 288,472 348,136 7,731 9,004,823 8,937,428 融券(交易單位) 26,301 35,470 3,397 454,525 460,297 融資金額(仟元) 5,844,427 6,264,313 101,320 138,745,211 138,224,005 資減 5.21 億 券增 5,772 張 -- ",9
3243,1458219289533_PTT02R,[其他] 105年03月17日信用交易統計,"105年03月17日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 381,572 407,766 13,668 8,937,427 8,897,565 融券(交易單位) 32,201 30,485 2,877 460,297 455,704 融資金額(仟元) 7,379,947 7,657,481 175,497 138,224,005 137,770,974 資減 4.53 億 券減 4,593 張 -- ",9
3310,1458305382379_PTT02R,[其他] 105年03月18日信用交易統計,"105年03月18日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 329,390 299,430 5,987 8,897,563 8,921,536 融券(交易單位) 30,163 34,543 4,515 455,704 455,569 融資金額(仟元) 5,927,975 5,734,940 81,387 137,770,973 137,882,621 資增 1.11 億 券減 135 張 -- ",9
3417,1458564019286_PTT02R,[其他] 105年03月21日信用交易統計,"105年03月21日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 310,158 284,606 4,694 8,921,535 8,942,393 融券(交易單位) 28,520 28,600 5,657 455,569 449,992 融資金額(仟元) 5,916,343 5,285,923 88,971 137,882,621 138,424,070 資增 5.41 億 券減 5,577 張 -- ",9
3460,1458650352396_PTT02R,[其他] 105年03月22日信用交易統計,"105年03月22日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 329,323 284,811 5,281 8,943,586 8,982,817 融券(交易單位) 31,970 28,086 32,961 449,992 413,147 融資金額(仟元) 6,166,065 5,500,527 97,398 138,436,996 139,005,136 資增 5.68 億 券減 36,845 張 -- ",9
3515,1458736976923_PTT02R,[其他] 105年03月23日信用交易統計,"105年03月23日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 287,511 234,677 6,932 8,982,817 9,028,719 融券(交易單位) 32,750 21,679 6,223 413,147 395,853 融資金額(仟元) 5,574,330 4,768,355 104,901 139,004,412 139,705,486 資增 7.01 億 券減 17,294 張 -- ",9
3589,1458823596785_PTT02R,[其他] 105年03月24日信用交易統計,"105年03月24日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 273,903 268,057 7,640 9,028,790 9,026,996 融券(交易單位) 36,396 26,909 4,223 395,853 382,143 融資金額(仟元) 5,234,311 4,898,333 115,799 139,705,111 139,925,290 資增 2.20 億 券減 13,710 張 -- ",9
3657,1458909769846_PTT02R,[其他] 105年03月25日信用交易統計,"105年03月25日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 252,504 244,239 11,052 9,027,020 9,024,232 融券(交易單位) 35,508 24,075 4,551 382,143 366,159 融資金額(仟元) 4,503,417 4,271,648 287,526 139,926,206 139,870,449 資減 0.55 億 券減 15,984 張 -- ",9
3780,1459168702965_PTT02R,[其他] 105年03月28日信用交易統計,"105年03月28日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 268,195 269,668 8,410 9,024,232 9,014,350 融券(交易單位) 35,557 38,655 5,272 366,159 363,985 融資金額(仟元) 4,837,519 4,959,939 132,305 139,870,390 139,615,665 資減 2.54 億 券減 2,174 張 -- ",9
3846,1459255677348_PTT02R,[其他] 105年03月29日信用交易統計,"105年03月29日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 283,007 330,220 8,050 9,014,349 8,959,086 融券(交易單位) 54,386 29,691 2,154 363,985 337,136 融資金額(仟元) 4,967,268 5,751,285 122,374 139,615,654 138,709,263 資減 9.06 億 券減 26,849 張 -- ",9
3927,1459341605286_PTT02R,[其他] 105年03月30日信用交易統計,"105年03月30日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 248,812 256,796 12,481 8,959,085 8,938,620 融券(交易單位) 38,222 31,752 10,357 337,134 320,307 融資金額(仟元) 4,492,418 5,013,140 157,501 138,709,254 138,031,031 資減 6.78 億 券減 16,827 張 -- ",9
4006,1459428434732_PTT02R,[其他] 105年03月31日信用交易統計,"105年03月31日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 242,240 241,861 8,908 8,938,609 8,930,079 融券(交易單位) 25,611 25,118 10,259 320,307 309,555 融資金額(仟元) 4,969,676 4,673,350 279,404 138,030,838 138,047,760 資增 0.17 億 券減 10,752 張 -- ",9
4051,1459514257513_PTT02R,[其他] 105年04月01日信用交易統計,"105年04月01日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 234,688 198,938 11,217 8,930,079 8,954,612 融券(交易單位) 36,302 28,678 3,829 309,555 298,102 融資金額(仟元) 4,601,254 3,732,665 165,881 138,047,737 138,750,445 資增 7.02 億 券減 11,453 張 -- ",9
4165,1459946832929_PTT02R,[其他] 105年04月06日信用交易統計,"105年04月06日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 261,317 250,981 6,294 8,954,611 8,958,653 融券(交易單位) 47,783 46,387 7,168 298,102 289,538 融資金額(仟元) 5,260,198 4,563,834 104,091 138,750,427 139,342,699 資增 5.92 億 券減 8,564 張 -- ",9
4208,1460033170012_PTT02R,[其他] 105年04月07日信用交易統計,"105年04月07日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 277,348 226,407 4,701 8,950,738 8,996,978 融券(交易單位) 49,046 37,491 5,436 288,983 271,992 融資金額(仟元) 5,360,445 4,525,906 84,571 139,300,240 140,050,208 資增 7.50 億 券減 16,991 張 -- ",9
4263,1460119762399_PTT02R,[其他] 105年04月08日信用交易統計,"105年04月08日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 213,177 214,710 6,933 8,996,978 8,988,512 融券(交易單位) 46,818 32,418 4,491 271,992 253,101 融資金額(仟元) 4,389,598 4,160,300 191,212 140,049,965 140,088,051 資增 0.38 億 券減 18,891 張 -- ",9
4384,1460378518321_PTT02R,[其他] 105年04月11日信用交易統計,"105年04月11日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 214,525 238,789 5,269 8,988,511 8,958,978 融券(交易單位) 27,996 24,883 4,765 253,101 245,223 融資金額(仟元) 4,357,095 4,433,186 92,213 140,087,869 139,919,565 資減 1.68 億 券減 7,878 張 -- ",9
4436,1460466062032_PTT02R,[其他] 105年04月12日信用交易統計,"105年04月12日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 263,333 262,538 5,533 8,958,976 8,954,238 融券(交易單位) 24,338 22,182 6,361 245,223 236,706 融資金額(仟元) 5,379,944 5,886,479 88,324 139,919,508 139,324,649 資減 5.95 億 券減 8,517 張 -- ",9
4485,1460551413567_PTT02R,[其他] 105年04月13日信用交易統計,"105年04月13日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 239,799 299,297 5,840 8,954,238 8,888,900 融券(交易單位) 22,825 41,906 2,034 236,706 253,753 融資金額(仟元) 4,523,021 5,466,383 103,823 139,324,546 138,277,361 資減 10.47 億 券增 17,047 張 -- ",9
4527,1460637438281_PTT02R,[其他] 105年04月14日信用交易統計,"105年04月14日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 278,636 232,400 13,016 8,888,899 8,922,119 融券(交易單位) 28,253 34,578 3,057 253,753 257,021 融資金額(仟元) 5,410,363 4,310,902 154,112 138,277,045 139,222,394 資增 9.45 億 券增 3,268 張 -- ",9
4579,1460723831295_PTT02R,[其他] 105年04月15日信用交易統計,"105年04月15日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 205,839 196,144 8,847 8,922,118 8,922,966 融券(交易單位) 37,680 36,549 3,204 257,021 252,686 融資金額(仟元) 4,298,992 4,284,200 175,558 139,222,381 139,061,615 資減 1.61 億 券減 4,335 張 -- ",9
4709,1460984289482_PTT02R,[其他] 105年04月18日信用交易統計,"105年04月18日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 188,132 193,125 5,983 8,922,965 8,911,988 融券(交易單位) 43,131 39,267 3,631 252,686 245,191 融資金額(仟元) 3,991,613 4,168,917 101,514 139,061,569 138,782,751 資減 2.79 億 券減 7,495 張 -- ",9
4768,1461069984095_PTT02R,[其他] 105年04月19日信用交易統計,"105年04月19日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 235,999 207,832 14,239 8,911,981 8,925,908 融券(交易單位) 21,403 32,130 1,921 245,191 253,997 融資金額(仟元) 5,084,131 4,523,048 189,035 138,781,855 139,153,903 資增 3.72 億 券增 8,806 張 -- ",9
4833,1461156671968_PTT02R,[其他] 105年04月20日信用交易統計,"105年04月20日信用交易統計 項目 買進 賣出 現金(券)償還 前日餘額 今日餘額 融資(交易單位) 274,852 291,448 9,734 8,925,908 8,899,578 融券(交易單位) 30,976 46,309 391 253,997 268,939 融資金額(仟元) 5,523,500 5,627,992 152,281 139,153,499 138,896,726 資減 2.56 億 券增 14,942 張 -- ",9
