,id,title,content,cluster
97326,108116,佳邦 107年6月營收3.43億、年增0.56%,"佳邦(6284)6月營收資料(單位千元) <BR> 當月 本年累計 營收 343,155 1,823,179 去年同期 341,253 1,618,466 增減 1,902 204,713 增減百分比 0.56% 12.65%",6
97327,108117,凱碩 107年6月營收8356萬、年增149.61%,"凱碩(8059)6月營收資料(單位千元) <BR> 當月 本年累計 營收 83,560 717,287 去年同期 33,476 479,279 增減 50,084 238,008 增減百分比 149.61% 49.66% 備註:近期營收基期較低,致成長率相對放大。本公司持續多元化產品發展策略,相關資訊請可參閱公開資訊觀測站之本公司106年報資訊。",6
97328,108118,旺矽 107年6月營收4.63億、年增18.07%,"旺矽(6223)6月營收資料(單位千元) <BR> 當月 本年累計 營收 462,716 2,195,913 去年同期 391,911 2,235,578 增減 70,805 -39,665 增減百分比 18.07% -1.77%",6
97329,108119,技嘉 107年6月營收38.20億、年減31.02%,"技嘉(2376)6月營收資料(單位千元) <BR> 當月 本年累計 營收 3,819,904 34,350,320 去年同期 5,537,381 27,292,724 增減 -1,717,477 7,057,596 增減百分比 -31.02% 25.86%",6
97330,108120,宜鼎 107年6月營收6.52億、年增19.95%,"宜鼎(5289)6月營收資料(單位千元) <BR> 當月 本年累計 營收 651,997 4,062,340 去年同期 543,561 3,037,976 增減 108,436 1,024,364 增減百分比 19.95% 33.72%",6
97331,108121,興勤 107年6月營收5.16億、年增3.11%,"興勤(2428)6月營收資料(單位千元) <BR> 當月 本年累計 營收 516,386 2,916,076 去年同期 500,810 2,820,730 增減 15,576 95,346 增減百分比 3.11% 3.38%",6
97332,108122,廣寰科 107年6月營收3011萬、年增7.71%,"廣寰科(3287)6月營收資料(單位千元) <BR> 當月 本年累計 營收 30,118 176,054 去年同期 27,961 148,225 增減 2,157 27,829 增減百分比 7.71% 18.77%",6
97333,108123,光環 107年6月營收1.65億、年增48.74%,"光環(3234)6月營收資料(單位千元) <BR> 當月 本年累計 營收 165,309 1,036,663 去年同期 111,137 1,015,156 增減 54,172 21,507 增減百分比 48.74% 2.12%",6
97335,108125,訊芯-KY 107年6月營收3.33億、年增27.89%,"訊芯-KY(6451)6月營收資料(單位千元) <BR> 當月 本年累計 營收 332,999 1,718,489 去年同期 260,376 1,498,712 增減 72,623 219,777 增減百分比 27.89% 14.66%",6
97336,108126,神準 107年6月營收7.65億、年增11.95%,"神準(3558)6月營收資料(單位千元) <BR> 當月 本年累計 營收 765,337 4,652,806 去年同期 683,618 3,544,156 增減 81,719 1,108,650 增減百分比 11.95% 31.28%",6
97337,108127,聯光通 107年6月營收3897萬、年減57.98%,"聯光通(4903)6月營收資料(單位千元) <BR> 當月 本年累計 營收 38,977 450,157 去年同期 92,748 410,289 增減 -53,771 39,868 增減百分比 -57.98% 9.72% 備註:光纜某客戶二期銷貨金額差異達26,642仟元,係客戶需求所致",6
97338,108128,愛普 107年6月營收4.73億、年增25.15%,"愛普(6531)6月營收資料(單位千元) <BR> 當月 本年累計 營收 472,762 2,390,649 去年同期 377,763 2,316,803 增減 94,999 73,846 增減百分比 25.15% 3.19%",6
97339,108129,全漢 107年6月營收12.00億、年減6.08%,"全漢(3015)6月營收資料(單位千元) <BR> 當月 本年累計 營收 1,199,637 7,200,611 去年同期 1,277,290 7,276,468 增減 -77,653 -75,857 增減百分比 -6.08% -1.04%",6
97340,108130,合晶 107年6月營收7.71億、年增38.11%,"合晶(6182)6月營收資料(單位千元) <BR> 當月 本年累計 營收 771,155 4,273,238 去年同期 558,380 3,065,913 增減 212,775 1,207,325 增減百分比 38.11% 39.38%",6
97341,108131,幃翔 107年6月營收8975萬、年減7.57%,"幃翔(6185)6月營收資料(單位千元) <BR> 當月 本年累計 營收 89,752 576,778 去年同期 97,101 577,221 增減 -7,349 -443 增減百分比 -7.57% -0.08%",6
97345,108136,營收：聯光通(4903)6月營收3897萬元，月增率-66.46%，年增率-57.98%,聯光通(4903)自結107年6月營收3897萬7000元，和上個月的1億1623萬8000元相較，減少金額為7726萬1000元，較上月減少66.46%，和106年同月的9274萬8000元相較，減少金額為5377萬1000元，較106年同月減少57.98%。<BR> 累計107年1-6月營收4億5015萬7000元，和106年同期的4億1028萬9000元相較，增加金額為3986萬8000元，較106年同期增加9.72%。,6
97348,108139,營收：神準(3558)6月營收7億6533萬元，月增率-7.67%，年增率11.95%,神準(3558)自結107年6月營收7億6533萬7000元，和上個月的8億2892萬2000元相較，減少金額為6358萬5000元，較上月減少7.67%，和106年同月的6億8361萬8000元相較，增加金額為8171萬9000元，較106年同月增加11.95%。<BR> 累計107年1-6月營收46億5280萬6000元，和106年同期的35億4415萬6000元相較，增加金額為11億865萬元，較106年同期增加31.28%。,6
97349,108140,營收：艾訊(3088)6月營收4億6896萬元，月增率-16.10%，年增率28.61%,艾訊(3088)自結107年6月營收4億6896萬1000元，和上個月的5億5899萬8000元相較，減少金額為9003萬7000元，較上月減少16.10%，和106年同月的3億6462萬6000元相較，增加金額為1億433萬5000元，較106年同月增加28.61%。<BR> 累計107年1-6月營收25億2911萬2000元，和106年同期的20億265萬7000元相較，增加金額為5億2645萬5000元，較106年同期增加26.29%。,6
97350,108141,營收：訊芯-KY(6451)6月營收3億3299萬元，月增率17.84%，年增率27.89%,訊芯-KY(6451)自結107年6月營收3億3299萬9000元，較上月增加17.84%，較106年同月增加27.89%；累計107年1-6月營收17億1848萬9000元，較106年同期增加14.66%。,6
97351,108142,營收：永昕(4726)6月營收2447萬元，月增率106.61%，年增率-25.20%,永昕(4726)自結107年6月營收2447萬3000元，和上個月的1184萬5000元相較，增加金額為1262萬8000元，較上月增加106.61%，和106年同月的3272萬元相較，減少金額為824萬7000元，較106年同月減少25.20%。<BR> 累計107年1-6月營收6588萬7000元，和106年同期的9925萬8000元相較，減少金額為3337萬1000元，較106年同期減少33.62%。,6
97352,108143,營收：台南-KY(5906)6月營收1億2227萬元，月增率3.57%，年增率23.39%,台南-KY(5906)自結107年6月營收1億2227萬3000元，較上月增加3.57%，較106年同月增加23.39%；累計107年1-6月營收7億9809萬9000元，較106年同期增加8.57%。,6
97353,108144,營收：佐登-KY(4190)6月營收2億6002萬元，月增率-0.56%，年增率36.97%,佐登-KY(4190)自結107年6月營收2億6002萬8000元，較上月減少0.56%，較106年同月增加36.97%；累計107年1-6月營收14億9487萬9000元，較106年同期增加40.86%。,6
97354,108145,營收：金可-KY(8406)6月營收6億8167萬元，續創新高，月增8.44%，年增44.25%,金可-KY(8406)自結107年6月營收6億8167萬6000元，續創新高，較上月增加8.44%，較106年同月增加44.25%；累計107年1-6月營收34億5570萬5000元，較106年同期增加20.39%。,6
97355,108146,亞都 107年6月營收6679萬、年增9.16%,"亞都(5703)6月營收資料(單位千元) <BR> 當月 本年累計 營收 66,791 395,733 去年同期 61,189 455,284 增減 5,602 -59,551 增減百分比 9.16% -13.08%",6
97356,108147,富宇 107年6月營收6663萬、年減60.32%,"富宇(4907)6月營收資料(單位千元) <BR> 當月 本年累計 營收 66,631 645,718 去年同期 167,915 2,748,058 增減 -101,284 -2,102,340 增減百分比 -60.32% -76.50% 備註:餘屋銷售",6
97357,108148,營收：光環(3234)6月營收1億6530萬元，月增率-5.36%，年增率48.74%,光環(3234)自結107年6月營收1億6530萬9000元，和上個月的1億7468萬4000元相較，減少金額為937萬5000元，較上月減少5.36%，和106年同月的1億1113萬7000元相較，增加金額為5417萬2000元，較106年同月增加48.74%。<BR> 累計107年1-6月營收10億3666萬3000元，和106年同期的10億1515萬6000元相較，增加金額為2150萬7000元，較106年同期增加2.12%。,6
97359,108150,營收：和鑫(3049)6月營收3億5042萬元，月增率39.92%，年增率34.38%,和鑫(3049)自結107年6月營收3億5042萬4000元，和上個月的2億5044萬5000元相較，增加金額為9997萬9000元，較上月增加39.92%，和106年同月的2億6076萬5000元相較，增加金額為8965萬9000元，較106年同月增加34.38%。<BR> 累計107年1-6月營收14億9240萬6000元，和106年同期的15億2438萬1000元相較，減少金額為3197萬5000元，較106年同期減少2.10%。,6
97360,108151,光明 107年6月營收8642萬、年減7.40%,"光明(4420)6月營收資料(單位千元) <BR> 當月 本年累計 營收 86,420 543,980 去年同期 93,328 550,429 增減 -6,908 -6,449 增減百分比 -7.40% -1.17%",6
97361,108152,皇翔 107年6月營收10.63億、年增56.85%,"皇翔(2545)6月營收資料(單位千元) <BR> 當月 本年累計 營收 1,062,836 1,779,126 去年同期 677,594 1,560,736 增減 385,242 218,390 增減百分比 56.85% 13.99% 備註:本月出售成屋狀況較去年同期佳。",6
97362,108153,營收：億光(2393)6月營收19億9054萬元，月增率0.27%，年增率-16.13%,億光(2393)自結107年6月營收19億9054萬8000元，和上個月的19億8516萬元相較，增加金額為538萬8000元，較上月增加0.27%，和106年同月的23億7338萬1000元相較，減少金額為3億8283萬3000元，較106年同月減少16.13%。<BR> 累計107年1-6月營收121億8207萬元，和106年同期的137億875萬8000元相較，減少金額為15億2668萬8000元，較106年同期減少11.14%。,6
97363,108154,營收：太景*-KY(4157)6月營收92萬元，月增率-31.61%，年增率-99.82%,太景*-KY(4157)自結107年6月營收92萬6000元，較上月減少31.61%，較106年同月減少99.82%；累計107年1-6月營收1997萬9000元，較106年同期減少96.31%。,6
97364,108155,萬在 107年6月營收1.14億、年增20.04%,"萬在(4543)6月營收資料(單位千元) <BR> 當月 本年累計 營收 114,330 572,191 去年同期 95,246 478,095 增減 19,084 94,096 增減百分比 20.04% 19.68%",6
97365,108156,台汽電 107年6月營收3.62億、年增191.02%,"台汽電(8926)6月營收資料(單位千元) <BR> 當月 本年累計 營收 361,722 1,788,986 去年同期 124,296 499,442 增減 237,426 1,289,544 增減百分比 191.02% 258.20% 備註:子公司星能(股)依工程進度認列收入較去年同期增加。",6
97366,108157,營收：興勤(2428)6月營收5億1638萬元，月增率-2.44%，年增率3.11%,興勤(2428)自結107年6月營收5億1638萬6000元，和上個月的5億2930萬5000元相較，減少金額為1291萬9000元，較上月減少2.44%，和106年同月的5億81萬元相較，增加金額為1557萬6000元，較106年同月增加3.11%。<BR> 累計107年1-6月營收29億1607萬6000元，和106年同期的28億2073萬元相較，增加金額為9534萬6000元，較106年同期增加3.38%。,6
97367,108158,東鹼 107年6月營收3.53億、年增2.71%,"東鹼(1708)6月營收資料(單位千元) <BR> 當月 本年累計 營收 353,136 2,158,051 去年同期 343,821 1,924,037 增減 9,315 234,014 增減百分比 2.71% 12.16%",6
97368,108159,名軒 107年6月營收7081萬、年減81.79%,"名軒(1442)6月營收資料(單位千元) <BR> 當月 本年累計 營收 70,818 739,188 去年同期 388,835 1,875,499 增減 -318,017 -1,136,311 增減百分比 -81.79% -60.59% 備註:本月認收7戶，去年同期認收25戶；本年累計認收70戶，去年累計認收159戶，故兩期差異大。",6
97369,108160,台新金 107年6月營收34.51億、年增4.20%,"台新金(2887)6月營收資料(單位千元) <BR> 當月 本年累計 營收 3,451,032 20,583,922 去年同期 3,311,791 18,084,273 增減 139,241 2,499,649 增減百分比 4.20% 13.82%",6
97370,108161,同致 107年6月營收5.62億、年增6.57%,"同致(3552)6月營收資料(單位千元) <BR> 當月 本年累計 營收 562,496 3,775,450 去年同期 527,808 3,733,432 增減 34,688 42,018 增減百分比 6.57% 1.13%",6
97371,108162,營收：宜鼎(5289)6月營收6億5199萬元，月增率-3.98%，年增率19.95%,宜鼎(5289)自結107年6月營收6億5199萬7000元，和上個月的6億7907萬3000元相較，減少金額為2707萬6000元，較上月減少3.98%，和106年同月的5億4356萬1000元相較，增加金額為1億843萬6000元，較106年同月增加19.95%。<BR> 累計107年1-6月營收40億6234萬元，和106年同期的30億3797萬6000元相較，增加金額為10億2436萬4000元，較106年同期增加33.72%。,6
97372,108163,金可-KY 107年6月營收6.82億、年增44.25%,"金可-KY(8406)6月營收資料(單位千元) <BR> 當月 本年累計 營收 681,676 3,455,705 去年同期 472,578 2,870,483 增減 209,098 585,222 增減百分比 44.25% 20.39%",6
97374,108165,營收：聯鈞(3450)6月營收6億1256萬元，月增率-6.25%，年增率-1.61%,聯鈞(3450)自結107年6月營收6億1256萬6000元，和上個月的6億5346萬5000元相較，減少金額為4089萬9000元，較上月減少6.25%，和106年同月的6億2259萬1000元相較，減少金額為1002萬5000元，較106年同月減少1.61%。<BR> 累計107年1-6月營收36億4872萬元，和106年同期的36億9960萬1000元相較，減少金額為5088萬1000元，較106年同期減少1.38%。,6
97375,108166,百和興業-KY 107年6月營收3.42億、年減0.73%,"百和興業-KY(8404)6月營收資料(單位千元) <BR> 當月 本年累計 營收 341,938 2,177,585 去年同期 344,465 1,897,841 增減 -2,527 279,744 增減百分比 -0.73% 14.74%",6
97376,108167,太景*-KY 107年6月營收92萬、年減99.82%,"太景*-KY(4157)6月營收資料(單位千元) <BR> 當月 本年累計 營收 926 19,979 去年同期 528,153 541,803 增減 -527,227 -521,824 增減百分比 -99.82% -96.31% 備註:本公司於106年6月處分大中華區域之伏拉瑞韋專利及非專利技術，依處分利益認列當期營業收入新台幣5.27億元。",6
97377,108168,台南-KY 107年6月營收1.22億、年增23.39%,"台南-KY(5906)6月營收資料(單位千元) <BR> 當月 本年累計 營收 122,273 798,099 去年同期 99,097 735,115 增減 23,176 62,984 增減百分比 23.39% 8.57%",6
97378,108169,佐登-KY 107年6月營收2.60億、年增36.97%,"佐登-KY(4190)6月營收資料(單位千元) <BR> 當月 本年累計 營收 260,028 1,494,879 去年同期 189,840 1,061,270 增減 70,188 433,609 增減百分比 36.97% 40.86%",6
97379,108170,宏旭-KY 107年6月營收3.44億、年減4.29%,"宏旭-KY(2243)6月營收資料(單位千元) <BR> 當月 本年累計 營收 343,738 1,030,182 去年同期 359,128 982,238 增減 -15,390 47,944 增減百分比 -4.29% 4.88%",6
97380,108171,VHQ-KY 107年6月營收1.45億、年增34.54%,"VHQ-KY(4803)6月營收資料(單位千元) <BR> 當月 本年累計 營收 144,827 749,279 去年同期 107,644 616,259 增減 37,183 133,020 增減百分比 34.54% 21.59%",6
97381,108172,營收：旺矽(6223)6月營收4億6271萬元，月增率35.50%，年增率18.07%,旺矽(6223)自結107年6月營收4億6271萬6000元，和上個月的3億4148萬4000元相較，增加金額為1億2123萬2000元，較上月增加35.50%，和106年同月的3億9191萬1000元相較，增加金額為7080萬5000元，較106年同月增加18.07%。<BR> 累計107年1-6月營收21億9591萬3000元，和106年同期的22億3557萬8000元相較，減少金額為3966萬5000元，較106年同期減少1.77%。,6
97382,108173,達能 107年6月營收179萬、年減97.02%,"達能(3686)6月營收資料(單位千元) <BR> 當月 本年累計 營收 1,799 405,039 去年同期 60,335 381,193 增減 -58,536 23,846 增減百分比 -97.02% 6.26% 備註:太陽能多晶矽晶片需求與價格因去年同期處於低點，而於2018年已逐步回溫，致本月營收較去年同期成長。",6
97383,108174,永昕 107年6月營收2447萬、年減25.20%,"永昕(4726)6月營收資料(單位千元) <BR> 當月 本年累計 營收 24,473 65,887 去年同期 32,720 99,258 增減 -8,247 -33,371 增減百分比 -25.20% -33.62%",6
97384,108175,卓越 107年6月營收7207萬、年減5.15%,"卓越(2496)6月營收資料(單位千元) <BR> 當月 本年累計 營收 72,073 448,548 去年同期 75,988 402,050 增減 -3,915 46,498 增減百分比 -5.15% 11.57%",6
97385,108176,德麥 107年6月營收3.16億、年增9.79%,"德麥(1264)6月營收資料(單位千元) <BR> 當月 本年累計 營收 316,137 1,927,166 去年同期 287,934 1,750,373 增減 28,203 176,793 增減百分比 9.79% 10.10%",6
97386,108177,營收：台汽電(8926)6月營收3億6172萬元，月增率0.20%，年增率191.02%,台汽電(8926)自結107年6月營收3億6172萬2000元，和上個月的3億6098萬1000元相較，增加金額為74萬1000元，較上月增加0.20%，和106年同月的1億2429萬6000元相較，增加金額為2億3742萬6000元，較106年同月增加191.02%。<BR> 累計107年1-6月營收17億8898萬6000元，和106年同期的4億9944萬2000元相較，增加金額為12億8954萬4000元，較106年同期增加258.20%。,6
97387,108178,營收：達能(3686)6月營收179萬元，月增率-97.33%，年增率-97.02%,達能(3686)自結107年6月營收179萬9000元，和上個月的6742萬9000元相較，減少金額為6563萬元，較上月減少97.33%，和106年同月的6033萬5000元相較，減少金額為5853萬6000元，較106年同月減少97.02%。<BR> 累計107年1-6月營收4億503萬9000元，和106年同期的3億8119萬3000元相較，增加金額為2384萬6000元，較106年同期增加6.26%。,6
97388,108179,營收：廣寰(3287)6月營收3011萬元，月增率35.11%，年增率7.71%,廣寰(3287)自結107年6月營收3011萬8000元，和上個月的2229萬1000元相較，增加金額為782萬7000元，較上月增加35.11%，和106年同月的2796萬1000元相較，增加金額為215萬7000元，較106年同月增加7.71%。<BR> 累計107年1-6月營收1億7605萬4000元，和106年同期的1億4822萬5000元相較，增加金額為2782萬9000元，較106年同期增加18.77%。,6
97394,108193,營收：宏旭-KY(2243)6月營收3億4373萬元，月增率186.19%，年增率-4.29%,宏旭-KY(2243)自結107年6月營收3億4373萬8000元，較上月增加186.19%，較106年同月減少4.29%；累計107年1-6月營收10億3018萬2000元，較106年同期增加4.88%。,6
97395,108194,營收：皇翔(2545)6月營收10億6283萬元，月增率866.39%，年增率56.85%,皇翔(2545)自結107年6月營收10億6283萬6000元，和上個月的1億997萬9000元相較，增加金額為9億5285萬7000元，較上月增加866.39%，和106年同月的6億7759萬4000元相較，增加金額為3億8524萬2000元，較106年同月增加56.85%。<BR> 累計107年1-6月營收17億7912萬6000元，和106年同期的15億6073萬6000元相較，增加金額為2億1839萬元，較106年同期增加13.99%。,6
97396,108195,營收：卓越(2496)6月營收7207萬元，月增率-3.61%，年增率-5.15%,卓越(2496)自結107年6月營收7207萬3000元，和上個月的7477萬3000元相較，減少金額為270萬元，較上月減少3.61%，和106年同月的7598萬8000元相較，減少金額為391萬5000元，較106年同月減少5.15%。<BR> 累計107年1-6月營收4億4854萬8000元，和106年同期的4億205萬元相較，增加金額為4649萬8000元，較106年同期增加11.57%。,6
97397,108196,營收：同致(3552)6月營收5億6249萬元，月增率-6.48%，年增率6.57%,同致(3552)自結107年6月營收5億6249萬6000元，和上個月的6億148萬7000元相較，減少金額為3899萬1000元，較上月減少6.48%，和106年同月的5億2780萬8000元相較，增加金額為3468萬8000元，較106年同月增加6.57%。<BR> 累計107年1-6月營收37億7545萬元，和106年同期的37億3343萬2000元相較，增加金額為4201萬8000元，較106年同期增加1.13%。,6
97398,108197,宇瞻 107年6月營收8.08億、年減7.22%,"宇瞻(8271)6月營收資料(單位千元) <BR> 當月 本年累計 營收 808,405 4,906,901 去年同期 871,316 4,568,877 增減 -62,911 338,024 增減百分比 -7.22% 7.40%",6
97399,108198,營收：技嘉(2376)6月營收38億1990萬元，月增率-28.65%，年增率-31.02%,技嘉(2376)自結107年6月營收38億1990萬4000元，和上個月的53億5440萬1000元相較，減少金額為15億3449萬7000元，較上月減少28.65%，和106年同月的55億3738萬1000元相較，減少金額為17億1747萬7000元，較106年同月減少31.02%。<BR> 累計107年1-6月營收343億5032萬元，和106年同期的272億9272萬4000元相較，增加金額為70億5759萬6000元，較106年同期增加25.86%。,6
97400,108199,和鑫 107年6月營收3.50億、年增34.38%,"和鑫(3049)6月營收資料(單位千元) <BR> 當月 本年累計 營收 350,424 1,492,406 去年同期 260,765 1,524,381 增減 89,659 -31,975 增減百分比 34.38% -2.10%",6
97401,108200,億光 107年6月營收19.91億、年減16.13%,"億光(2393)6月營收資料(單位千元) <BR> 當月 本年累計 營收 1,990,548 12,182,070 去年同期 2,373,381 13,708,758 增減 -382,833 -1,526,688 增減百分比 -16.13% -11.14%",6
97402,108201,營收：凱碩(8059)6月營收8356萬元，月增率-52.54%，年增率149.61%,凱碩(8059)自結107年6月營收8356萬元，和上個月的1億7606萬9000元相較，減少金額為9250萬9000元，較上月減少52.54%，和106年同月的3347萬6000元相較，增加金額為5008萬4000元，較106年同月增加149.61%。<BR> 累計107年1-6月營收7億1728萬7000元，和106年同期的4億7927萬9000元相較，增加金額為2億3800萬8000元，較106年同期增加49.66%。,6
97403,108202,營收：百和興業-KY(8404)6月營收3億4193萬元，月增率-8.34%，年增率-0.73%,百和興業-KY(8404)自結107年6月營收3億4193萬8000元，較上月減少8.34%，較106年同月減少0.73%；累計107年1-6月營收21億7758萬5000元，較106年同期增加14.74%。,6
97404,108203,營收：威健(3033)6月營收43億452萬元，月增率-8.52%，年增率-3.38%,威健(3033)自結107年6月營收43億452萬9000元，和上個月的47億571萬8000元相較，減少金額為4億118萬9000元，較上月減少8.52%，和106年同月的44億5519萬8000元相較，減少金額為1億5066萬9000元，較106年同月減少3.38%。<BR> 累計107年1-6月營收266億6421萬6000元，和106年同期的226億6700萬6000元相較，增加金額為39億9721萬元，較106年同期增加17.63%。,6
97405,108204,營收：名軒(1442)6月營收7081萬元，月增率17.84%，年增率-81.79%,名軒(1442)自結107年6月營收7081萬8000元，和上個月的6009萬6000元相較，增加金額為1072萬2000元，較上月增加17.84%，和106年同月的3億8883萬5000元相較，減少金額為3億1801萬7000元，較106年同月減少81.79%。<BR> 累計107年1-6月營收7億3918萬8000元，和106年同期的18億7549萬9000元相較，減少金額為11億3631萬1000元，較106年同期減少60.59%。,6
97406,108205,營收：佳邦(6284)6月營收3億4315萬元，月增率16.47%，年增率0.56%,佳邦(6284)自結107年6月營收3億4315萬5000元，和上個月的2億9462萬1000元相較，增加金額為4853萬4000元，較上月增加16.47%，和106年同月的3億4125萬3000元相較，增加金額為190萬2000元，較106年同月增加0.56%。<BR> 累計107年1-6月營收18億2317萬9000元，和106年同期的16億1846萬6000元相較，增加金額為2億471萬3000元，較106年同期增加12.65%。,6
97407,108206,營收：東鹼(1708)6月營收3億5313萬元，月增率-3.65%，年增率2.71%,東鹼(1708)自結107年6月營收3億5313萬6000元，和上個月的3億6651萬8000元相較，減少金額為1338萬2000元，較上月減少3.65%，和106年同月的3億4382萬1000元相較，增加金額為931萬5000元，較106年同月增加2.71%。<BR> 累計107年1-6月營收21億5805萬1000元，和106年同期的19億2403萬7000元相較，增加金額為2億3401萬4000元，較106年同期增加12.16%。,6
97409,108208,營收：台達化(1309)6月營收18億8362萬元，月增率-11.81%，年增率18.46%,台達化工(1309)自結107年6月營收18億8362萬元，和上個月的21億3587萬8000元相較，減少金額為2億5225萬8000元，較上月減少11.81%，和106年同月的15億9005萬4000元相較，增加金額為2億9356萬6000元，較106年同月增加18.46%。<BR> 累計107年1-6月營收107億8689萬6000元，和106年同期的91億3675萬7000元相較，增加金額為16億5013萬9000元，較106年同期增加18.06%。,6
97410,108209,營收：景碩(3189)6月營收19億539萬元，月增率-7.53%，年增率17.16%,景碩科技(3189)自結107年6月營收19億539萬7000元，和上個月的20億6056萬8000元相較，減少金額為1億5517萬1000元，較上月減少7.53%，和106年同月的16億2627萬3000元相較，增加金額為2億7912萬4000元，較106年同月增加17.16%。<BR> 累計107年1-6月營收110億5409萬6000元，和106年同期的98億9062萬2000元相較，增加金額為11億6347萬4000元，較106年同期增加11.76%。,6
97411,108210,營收：老爺知(5704)6月營收1879萬元，月增率-3.90%，年增率44.76%,知本老爺(5704)自結107年6月營收1879萬4000元，和上個月的1955萬7000元相較，減少金額為76萬3000元，較上月減少3.90%，和106年同月的1298萬3000元相較，增加金額為581萬1000元，較106年同月增加44.76%。<BR> 累計107年1-6月營收1億5224萬1000元，和106年同期的1億3613萬5000元相較，增加金額為1610萬6000元，較106年同期增加11.83%。,6
97412,108211,營收：德麥(1264)6月營收3億1613萬元，月增率-5.81%，年增率9.79%,德麥(1264)自結107年6月營收3億1613萬7000元，和上個月的3億3564萬5000元相較，減少金額為1950萬8000元，較上月減少5.81%，和106年同月的2億8793萬4000元相較，增加金額為2820萬3000元，較106年同月增加9.79%。<BR> 累計107年1-6月營收19億2716萬6000元，和106年同期的17億5037萬3000元相較，增加金額為1億7679萬3000元，較106年同期增加10.10%。,6
97413,108212,營收：亞都(5703)6月營收6679萬元，月增率-6.03%，年增率9.16%,亞都(5703)自結107年6月營收6679萬1000元，和上個月的7107萬9000元相較，減少金額為428萬8000元，較上月減少6.03%，和106年同月的6118萬9000元相較，增加金額為560萬2000元，較106年同月增加9.16%。<BR> 累計107年1-6月營收3億9573萬3000元，和106年同期的4億5528萬4000元相較，減少金額為5955萬1000元，較106年同期減少13.08%。,6
97414,108213,營收：富宇(4907)6月營收6663萬元，月增率-26.57%，年增率-60.32%,富宇(4907)自結107年6月營收6663萬1000元，和上個月的9074萬9000元相較，減少金額為2411萬8000元，較上月減少26.57%，和106年同月的1億6791萬5000元相較，減少金額為1億128萬4000元，較106年同月減少60.32%。<BR> 累計107年1-6月營收6億4571萬8000元，和106年同期的27億4805萬8000元相較，減少金額為21億234萬元，較106年同期減少76.50%。,6
97415,108214,營收：全漢(3015)6月營收11億9963萬元，月增率-11.74%，年增率-6.08%,全漢(3015)自結107年6月營收11億9963萬7000元，和上個月的13億5926萬3000元相較，減少金額為1億5962萬6000元，較上月減少11.74%，和106年同月的12億7729萬元相較，減少金額為7765萬3000元，較106年同月減少6.08%。<BR> 累計107年1-6月營收72億61萬1000元，和106年同期的72億7646萬8000元相較，減少金額為7585萬7000元，較106年同期減少1.04%。,6
97416,108215,營收：愛普(6531)6月營收4億7276萬元，月增率21.55%，年增率25.15%,愛普(6531)自結107年6月營收4億7276萬2000元，和上個月的3億8891萬9000元相較，增加金額為8384萬3000元，較上月增加21.55%，和106年同月的3億7776萬3000元相較，增加金額為9499萬9000元，較106年同月增加25.15%。<BR> 累計107年1-6月營收23億9064萬9000元，和106年同期的23億1680萬3000元相較，增加金額為7384萬6000元，較106年同期增加3.19%。,6
97417,108216,營收：環宇-KY(4991)6月營收1億7182萬元，月增率-3.21%，年增率4.54%,環宇-KY(4991)自結107年6月營收1億7182萬8000元，較上月減少3.21%，較106年同月增加4.54%；累計107年1-6月營收10億168萬5000元，較106年同期增加15.16%。,6
97418,108217,營收：泰鼎-KY(4927)6月營收8億8820萬元，月增率12.87%，年增率15.51%,泰鼎-KY(4927)自結107年6月營收8億8820萬1000元，較上月增加12.87%，較106年同月增加15.51%；累計107年1-6月營收48億3621萬7000元，較106年同期增加1.63%。,6
97421,108220,營收：萬達光電(5220)6月營收1億677萬元，月增率3.12%，年增率0.24%,萬達光電(5220)自結107年6月營收1億677萬7000元，和上個月的1億354萬5000元相較，增加金額為323萬2000元，較上月增加3.12%，和106年同月的1億651萬7000元相較，增加金額為26萬元，較106年同月增加0.24%。<BR> 累計107年1-6月營收6億1732萬2000元，和106年同期的6億2282萬2000元相較，減少金額為550萬元，較106年同期減少0.88%。,6
97425,108224,營收：鈺邦(6449)6月營收2億249萬元，月增率1.05%，年增率38.23%,鈺邦(6449)自結107年6月營收2億249萬5000元，和上個月的2億37萬9000元相較，增加金額為211萬6000元，較上月增加1.05%，和106年同月的1億4649萬1000元相較，增加金額為5600萬4000元，較106年同月增加38.23%。<BR> 累計107年1-6月營收12億2918萬5000元，和106年同期的8億1萬9000元相較，增加金額為4億2916萬6000元，較106年同期增加53.64%。,6
97426,108225,營收：昇達科(3491)6月營收1億6666萬元續創新高，月增率4.54%，年增率5.48%,昇達科(3491)自結107年6月營收1億6666萬2000元，續創新高，和上個月的1億5941萬5000元相較，增加金額為724萬7000元，較上月增加4.54%，和106年同月的1億5800萬4000元相較，增加金額為865萬8000元，較106年同月增加5.48%。<BR> 累計107年1-6月營收8億9072萬2000元，和106年同期的8億2547萬7000元相較，增加金額為6524萬5000元，較106年同期增加7.90%。,6
97427,108226,營收：芮特-KY(6514)6月營收5418萬元，月增率-8.96%，年增率5.40%,芮特-KY(6514)自結107年6月營收5418萬元，較上月減少8.96%，較106年同月增加5.40%；累計107年1-6月營收2億6580萬9000元，較106年同期增加12.09%。,6
