,name,date,price,5MA,1日報酬,2日報酬,3日報酬,4日報酬,5日報酬
157,Y9999 加權指數,2016-09-02,8987.55,9055.655999999999,-0.0015109180493604,-0.00896475297308932,-0.013501914262131003,-0.0134596829696922,-0.0157878252946871
158,Y9999 加權指數,2016-09-05,9090.13,9051.648,0.011413566544831454,0.009885403531770892,0.0023464937671258024,-0.0022424527142129893,-0.0021997394121076636
159,Y9999 加權指數,2016-09-06,9181.85,9065.905999999999,0.010090064718546508,0.021618794888484748,0.020075212611721918,0.012460234759644277,0.007824985511318829
160,Y9999 加權指數,2016-09-07,9259.07,9103.949999999999,0.008410069866094452,0.01858499273387735,0.030210680330012122,0.02865411641845765,0.020975096070615276
161,Y9999 加權指數,2016-09-08,9262.89,9156.297999999999,0.000412568432898737,0.008826108028338412,0.019005228748103738,0.030635712735951417,0.02907850663526325
162,Y9999 加權指數,2016-09-09,9164.88,9191.764,-0.010580931005334212,-0.010172727930558956,-0.0018482114170892754,0.008223204728645246,0.019730627367858865
163,Y9999 加權指數,2016-09-10,9053.69,9184.475999999999,-0.012132182854548963,-0.022584744070155094,-0.0221814933897248,-0.013957971432772246,-0.0040087435493220335
164,Y9999 加權指數,2016-09-12,8947.06,9137.518,-0.011777518337827008,-0.02376681418632865,-0.03409627017054072,-0.03369776878239394,-0.025571099506090916
165,Y9999 加權指數,2016-09-13,8940.83,9073.869999999999,-0.0006963181201422102,-0.012465635558540283,-0.02444658304309487,-0.03476884643993392,-0.0343706225355246
166,Y9999 加權指數,2016-09-14,8902.3,9001.751999999999,-0.004309443306717682,-0.0050027606833977,-0.016721358915536232,-0.028650675186145367,-0.038928455374078734
167,Y9999 加權指數,2016-09-19,9152.88,8999.352,0.028147782033856414,0.02371703745625398,0.02300420473317489,0.010955753952255785,-0.001309346112551392
168,Y9999 加權指數,2016-09-20,9161.58,9020.93,0.0009505204919108225,0.029125057569392255,0.024690101478274388,0.023976591193084706,0.01191668811280256
169,Y9999 加權指數,2016-09-21,9228.5,9077.217999999999,0.007304416923718406,0.008261880413596682,0.036642216056524804,0.032174865197079024,0.031456143135286954
170,Y9999 加權指數,2016-09-22,9235.26,9136.104000000001,0.0007325134095465372,0.008042280916610486,0.00900044576133425,0.03740157038068825,0.032930947126832776
171,Y9999 加權指數,2016-09-23,9284.62,9212.568000000001,0.00534473312067019,0.0060811616188980655,0.013429997882461417,0.014393283862565838,0.04294620491333718
172,Y9999 加權指數,2016-09-26,9194.52,9220.896000000002,-0.009704220528142278,-0.004411353876339137,-0.0036820718426612735,0.0035954496931752504,0.00454938773369707
173,Y9999 加權指數,2016-09-29,9270.9,9242.760000000002,0.008307122068362371,-0.0014777126042854918,0.003859122536885742,0.004594462805439631,0.011932439601029484
174,Y9999 加權指數,2016-09-30,9166.85,9230.43,-0.011223290079711708,-0.003009401252050142,-0.012684417886784857,-0.007407479594510588,-0.0066803922630979725
175,Y9999 加權指數,2016-10-03,9234.2,9230.217999999999,0.007347125784757071,-0.003958623218889095,0.004315614083171312,-0.005430486115748417,-0.00011477749408240707
176,Y9999 加權指數,2016-10-04,9287.77,9230.848000000002,0.005801260531502426,0.013191008907094593,0.001819672307974501,0.010141910616323635,0.000339270750983846
177,Y9999 加權指數,2016-10-05,9272.28,9246.4,-0.0016677846242962283,0.004123800654090222,0.011501224520964158,0.0001488528621817751,0.008457211469440517
178,Y9999 加權指數,2016-10-06,9284.31,9249.082,0.0012974155223956605,-0.0003725329115601426,0.005426566459465764,0.012813561910579875,0.0014464615085913832
179,Y9999 加權指數,2016-10-07,9265.81,9268.874,-0.0019926090361049986,-0.0006977787556028467,-0.00236439963521932,0.0034231443979986097,0.010795420455227163
180,Y9999 加權指數,2016-10-11,9219.82,9265.998,-0.004963408487763054,-0.006946127391265456,-0.005657723882367761,-0.007316072641764463,-0.0015572545537243093
181,Y9999 加權指數,2016-10-12,9252.6,9258.964,0.0035553839445890112,-0.0014256713660218726,-0.00341543959648042,-0.002122455318433038,-0.003786700144383428
182,Y9999 加權指數,2016-10-13,9219.17,9248.342,-0.00361303849728728,-7.050029176270645e-05,-0.005033558857779236,-0.007016137979020457,-0.005727825302946047
183,Y9999 加權指數,2016-10-14,9165.17,9224.514,-0.005857360261281656,-0.009449235890452445,-0.005927447607436982,-0.010861435751434513,-0.01283240219251613
184,Y9999 加權指數,2016-10-17,9176.22,9206.596,0.0012056513954459406,-0.004658770800408359,-0.008254976979443726,-0.004728942647470381,-0.009668879461158835
185,Y9999 加權指數,2016-10-18,9222.58,9207.148000000001,0.005052189245680747,0.006263931820140799,0.00036988145353647397,-0.003244493439681866,0.00029935508502337556
186,Y9999 加權指數,2016-10-19,9283.99,9213.426,0.006658657338835755,0.011744487381514441,0.012964298534560702,0.007031001706227318,0.003392559929100946
187,Y9999 加權指數,2016-10-20,9317.24,9233.039999999999,0.0035814342755647087,0.010263939158023011,0.015367983766736242,0.01659216359325574,0.010637617052294265
188,Y9999 加權指數,2016-10-21,9306.57,9261.32,-0.0011451889186068055,0.002432143938112808,0.009106996090031183,0.014205195603418442,0.015427973512766226
189,Y9999 加權指數,2016-10-24,9322.5,9290.576,0.0017116939968216316,0.00056454486521762,0.004148001021112713,0.010834278477389199,0.01594120454827812
190,Y9999 加權指數,2016-10-25,9385.65,9323.19,0.00677393403057116,0.008497222929607785,0.007342303085463062,0.010950033336959632,0.01768160319563503
191,Y9999 加權指數,2016-10-26,9362.25,9338.842,-0.0024931677614229847,0.004263877715205149,0.005982870165915079,0.004830829730692804,0.008429565305434433
192,Y9999 加權指數,2016-10-27,9299.55,9335.304,-0.006697108066971158,-0.009173578814466805,-0.0024617860016090884,-0.0007543058291078707,-0.0018986309250379415
